County,Population,incidenceRate,medIncome,povertyPercent,MedianAge,MedianAgeMale,MedianAgeFemale,AvgHouseholdSize,PctMarriedHouseholds,PctNoHS18_24,PctHS18_24,PctBachDeg18_24,PctHS25_Over,PctBachDeg25_Over,PctUnemployed16_Over,PctPrivateCoverage,PctEmpPrivCoverage,PctPublicCoverage,PctPublicCoverageAlone,PctWhite,PctBlack,PctAsian,PctOtherRace,deathRate
"Norton County, Kansas",5550,274.8,44846,13.5,44,42.1,48.5,2.24,53.79896177,25.1,18.9,14.7,34.6,15.2,1.7,72.8,45.9,32.9,17.3,92.20035778,2.450805009,0.357781753,1.216457961,109.9
"O'Brien County, Iowa",13984,459.7,55968,10.3,44,40.5,47,2.28,57.01199201,20.7,21.4,2.4,37.7,13.7,2.8,73.8,46.2,35.1,16.4,94.79846722,0.510928186,0.844450752,2.39142776,176.1
"Polk County, Tennessee",16773,480.2,36643,20.3,44,43.1,45,2.44,54.92957746,12.6,44.6,4.8,43.3,6.1,10.9,60.2,38.2,41.6,24,96.73398454,0.287649068,0.137831845,0.66518847,244
"Turner County, South Dakota",8209,436,55708,10.2,44,43.3,45.2,2.31,59.11931818,17.3,25.1,8.8,36.3,16.2,2.5,78.2,47,29.7,12.2,97.32594556,0.554083353,0.036135871,0.301132257,154.3
"Barron County, Wisconsin",45563,412.1,46375,13.7,43.9,42,45.6,2.35,52.64644351,15.6,44.4,3.3,39.8,10.6,6,68.4,43.2,39.2,19,95.66169067,1.267346671,0.474981395,0.709188811,168.4
"Belmont County, Ohio",69154,427.9,41983,16.1,43.9,41.3,46.5,2.35,49.99105065,18.1,36.6,5.5,43.5,9.4,8.5,69.5,47.9,37.7,18.8,93.48907418,3.834100058,0.368027602,0.405405405,185.2
"Bristol County, Rhode Island",49084,473.2,68246,8,43.9,41.9,45.5,2.38,54.26127527,4.9,23.7,11.7,22.4,23.9,6.8,80.8,55.4,27,11.1,95.29648609,1.26484464,1.6390109,0.248088498,142.2
"Cherry County, Nebraska",5848,395.1,43564,13.3,43.9,43.8,43.9,2.14,61.72792725,29.2,35.7,12.8,31,14.5,2.6,76,41,30.8,12.9,91.55979203,0.034662045,0.27729636,0,148.7
"Clatsop County, Oregon",37831,465.6,45132,15.4,43.9,42.7,45.3,2.32,47.38013481,20.4,27.5,5.1,26.3,14.6,7.6,62.4,35.1,40.8,19.4,90.60510406,0.7650741,0.944304746,2.517254294,180.2
"Clearfield County, Pennsylvania",80994,473.5,40230,16.5,43.9,42.3,45.7,2.38,52.7799604,22,41.6,7.2,50.9,9.2,7.8,66.2,42.1,41.6,21.8,95.2239283,2.45380672,0.517561437,0.368808625,183
"Eureka County, Nevada",2016,446.8,70535,9.8,43.9,44.9,42.6,2.17,56.06258149,48.1,19.2,0,35.8,14.2,4.7,76.4,52.6,18.6,2.6,95.80587178,0.119832235,0,1.437986818,178.7
"Giles County, Virginia",16708,403.8,45979,13.5,43.9,42.1,45,2.32,48.40940526,14.6,31.3,4.8,40,9.5,4.8,68.7,45.1,33.1,13.3,96.09037677,1.555568699,0.715679896,0.378541433,189.4
"Hancock County, Georgia",8551,349.7,26309,35.3,43.9,41.2,47.8,2.49,33.64120782,46.6,35.4,4,40.6,5.9,14.6,54.8,30.4,45.1,24.5,24.53552528,73.22373607,0.394099764,1.396239162,160.6
"Kanabec County, Minnesota",15837,405.5,48908,13.8,43.9,42.9,44.5,2.55,54.8215151,14.6,40.1,4.5,39.7,8,9.8,64.6,39.9,44.5,24.9,96.78810223,0.431169156,0.331187902,0.137474224,162.2
"Morgan County, Ohio",14777,438.4,37923,18.1,43.9,43.3,44.7,2.41,57.0751634,16.3,52.1,1.2,47.5,7.2,9.3,58.6,38.6,43.1,24,93.20726883,3.540535104,0.127405619,0.268222356,187.9
"Newport County, Rhode Island",82423,469,69203,9.5,43.9,42,45.6,2.27,46.93813131,10,28.1,17.1,23.1,26.4,6.9,79,48.7,30.1,11,89.60478086,3.51668824,1.739593288,1.512163846,164
"Owen County, Indiana",20872,494.2,46001,15.4,43.9,42.9,44.8,2.46,54.50719046,28.8,40.5,2.8,43.7,6,8,62.3,40.8,35.8,19.5,97.27255568,0.608720272,0.18403171,0.18403171,215.1
"Rooks County, Kansas",5174,411.8,48383,12,43.9,43.2,45.3,2.28,51.17860381,12.6,42.1,12.6,36.8,14.1,4.1,71.5,40.8,35.5,15.9,96.81835712,0.23139221,0.578480524,0.55919784,164.7
"St. Lucie County, Florida",298563,414.6,42722,17.3,43.9,42.6,45,2.64,49.87210143,21.8,32.6,4.7,33.4,12.8,12.4,53.6,31.6,42.8,24.5,73.1630591,19.29994514,1.760032777,3.082227454,162.4
"Van Buren County, Iowa",7344,463.5,42555,14.4,43.9,42.8,46.8,2.49,60.39402174,25.6,23.8,8.2,43.5,9.5,6.6,65.1,37,38.7,19.5,97.92787944,0.605489774,0.24219591,0.08073197,181.9
"White County, Georgia",28319,469,42126,16.9,43.9,42.9,46.1,2.42,60.60445387,10.2,33.7,5.1,31.2,12.6,6.8,63.2,37.7,36.7,17.9,94.2859199,2.727501709,0.302256126,1.644417257,144.6
"Winston County, Alabama",23877,454.6,35528,20.1,43.9,43.3,44.7,2.53,52.95556028,19.9,33.5,2.8,33.7,6.8,9.6,58.8,35.3,43.9,22.8,96.17488603,0.505594695,0.178201409,0.111893908,203.4
"Woodruff County, Arkansas",6741,492.6,29969,25.1,43.9,42,45.5,2.36,40.29543112,41.5,37.7,3.8,44.5,7.7,12.4,40,25.4,52.5,34.3,69.85536302,26.76500072,1.102677932,0.143204926,215.9
"Chenango County, New York",48844,512.4,46387,16.7,43.8,42.6,45,2.49,49.42212718,16.6,36.4,5.8,39.2,9.5,7.1,66,44.9,40.7,20.8,96.24210378,0.849663969,0.534824114,0.478314396,180.3
"Clay County, Alabama",13555,477.4,35940,19.5,43.8,43.2,45.1,2.45,50.80273113,18.9,40,3.4,36.3,5.8,9.4,60.3,34.2,42.5,21.6,81.73893773,14.50099727,0,1.418334934,190.8
"Clay County, Arkansas",15109,433.2,33826,19.9,43.8,42.8,45.5,2.31,48.75207987,18.4,48.9,1.8,43.8,7.5,9.5,53.8,29.6,46.8,25.5,96.37012987,0.363636364,0.090909091,1.285714286,228.7
"Custer County, Nebraska",10806,429.8,45644,13.4,43.8,42,45.5,2.25,56.33298209,26.9,33.2,1.9,32.8,14.6,2.3,71.2,36.6,34.1,14.3,97.35234216,0.805406406,0.379559341,0.555452694,159.7
"Davie County, North Carolina",41753,491.1,47592,13.8,43.8,43.1,44.7,2.6,57.55391134,16.7,40.9,9,31.7,16.5,7.2,68.1,43,33.7,17.9,87.49246025,6.615677854,0.410162376,3.701112264,169.3
"Dorchester County, Maryland",32384,481.6,42279,17.5,43.8,42,45.1,2.41,44.47794949,21.2,29,6.5,38.3,12.1,10.4,61.7,39.9,45.6,27,66.86543309,28.02606504,1.008176062,1.914919776,185.4
"Harrison County, Iowa",14265,477.6,52824,11,43.8,42.6,45,2.37,52.80428595,20.3,28.7,7.5,38.1,13.3,3.6,72.1,46,34.2,17.6,97.63599917,0.055298265,0.269579042,0.235017626,178.1
"Marshall County, Minnesota",9423,370.5,54433,9.6,43.8,43.2,44.3,2.32,54.6809039,20.4,35.1,4.6,37.4,14.5,4.7,76.8,46.4,32.1,13.3,97.56690998,0.264466307,0.190415741,0.327938221,148.2
"Mercer County, Pennsylvania",114234,501.6,43559,14.6,43.8,41.9,45.3,2.37,49.96487068,15,37.8,7.1,44.4,13.9,6.8,69.5,46,38,19.2,91.3735692,5.678113077,0.701526188,0.420568852,186.7
"Merrick County, Nebraska",7787,448.8,50893,10.4,43.8,43.3,45.2,2.28,55.93984962,12,43.5,3.8,34.5,12.1,5.2,75.6,42,33.7,12.1,96.33487654,0.488683128,0.102880658,0.694444444,163.6
"Ozaukee County, Wisconsin",87850,484.1,77364,5,43.8,42.7,44.8,2.5,60.59983209,14.3,28.5,15.9,22.5,30.3,4.5,85.2,61.4,24.4,9.5,94.59855855,1.364683235,2.091139299,0.311665693,161.9
"Poquoson city, Virginia",12059,441.3,84213,5.9,43.8,42.8,45.2,2.59,62.60232658,15.3,30.6,11.1,27,22.4,4.5,87.7,55.8,21.8,6.5,94.28666059,0.985344042,1.846485054,0.389169496,159.2
"Russell County, Virginia",27891,365.4,37378,17.9,43.8,43,44.8,2.51,52.3494794,12.6,39.5,2.4,36.7,8,8,56.7,35.5,43.2,23.5,97.21720659,1.037351744,0.145158435,0.601876438,212
"Schuylkill County, Pennsylvania",144590,485.5,43169,13.5,43.8,42,45.6,2.38,48.41855381,16.3,41.8,8.6,47.7,9.8,8.8,71.6,47.8,36.7,16.6,94.23408035,2.761000273,0.500136649,1.003689533,186.6
"Shenandoah County, Virginia",43190,407.6,45430,12,43.8,42.3,45.1,2.47,53.77866168,14.5,39.5,5.7,39.5,12.2,6,68.9,45.4,33.4,15.9,93.12798427,2.375713884,0.512592454,1.956745623,171.4
"Spink County, South Dakota",6524,388.8,48125,11.7,43.8,42.2,45,2.41,50.96921323,24.9,39.7,6.8,36.4,17.1,1.1,69.9,36.4,34.9,18.3,95.78386606,0.426179604,0,1.065449011,153.9
"Tipton County, Indiana",15267,425.7,55008,9.5,43.8,42,45.6,2.4,53.78479825,26.4,29.3,4,40.5,13.3,6.2,71.6,47.7,31.7,14.4,97.25807487,0.154112888,0.057792333,0.860463623,159.2
"Wabasha County, Minnesota",21239,400.5,58752,7.3,43.8,43.1,44.7,2.36,57.73483748,13.8,40.1,6.8,39.1,14.6,3.6,77.8,49,34.1,14.9,97.56793415,0.16837379,0.350778729,0.289977082,160.2
"Wilson County, Kansas",8856,427.8,39764,16.7,43.8,42.1,46.1,2.37,49.88060494,20,34.4,9,36.8,9.9,6.5,60.1,37.3,40,21.3,94.62531729,0.154508332,0.629069639,0.684251186,171.1
"Avery County, North Carolina",17689,421.7,37131,19.8,43.7,41.7,46.3,2.22,56.4916924,14.4,26.3,4.3,30.5,11.1,6.9,58.3,30.9,37.8,18.1,89.3303193,4.170669681,0.486012998,2.198361119,152.8
"Boundary County, Idaho",11318,394.4,42720,16.7,43.7,43.7,43.8,2.55,57.58499414,38.9,39.3,0.3,36.8,10,4.7,51.5,26.2,38.2,22.3,94.04251437,0.237204635,0.182465104,0.77547669,161
"Clark County, Missouri",6801,506.4,43298,15.7,43.7,43,44.7,2.42,54.81821391,12.1,30.7,3.9,43.3,9.1,4.5,66.1,45.2,33.7,16.1,97.70198005,0.260153201,0.057811823,0,228.4
"Doddridge County, West Virginia",8176,234,41838,17.4,43.7,41.8,45.5,2.85,53.92670157,26.2,61.7,1.9,44.3,8.8,6.5,55.2,35.5,45.2,25.4,96.67113767,1.085233508,0.085355444,0,185.6
"Edwards County, Illinois",6534,517.6,46894,11.6,43.7,41.6,44.9,2.37,52.20825853,12,26.5,7.3,36.8,8,8.3,69.3,42.5,39.9,20,97.60866296,0.556474658,0.225597834,0,189.9
"Fayette County, Tennessee",39165,471.4,56573,14.7,43.7,42.7,44.8,2.58,58.14360771,14.8,36.9,5.7,35.8,15.9,8.5,71.8,45.8,32.9,15.6,69.61920956,27.64981708,0.66986139,1.076931004,174.7
"Greene County, Tennessee",68580,469.7,36740,17.7,43.7,42.2,44.9,2.38,51.19917323,9.2,50.2,6.8,42.6,9.8,8.7,59.4,37.3,42.5,22,95.30010499,2.206311246,0.507466169,0.587669155,194.7
"Humboldt County, Iowa",9555,408.5,49696,10.1,43.7,42.3,44.7,2.28,53.0071599,11.6,26.3,10.2,37.1,13.5,4.8,75.8,46.5,36.5,16,97.96361381,0.134380815,0.237750672,0.206739715,129.4
"Lamar County, Alabama",13886,491.6,34553,20.6,43.7,42.7,44.3,2.27,55.5392636,26.7,32,2.5,37.1,6.8,10.2,59,34.6,45.3,23.1,87.38413642,11.07337437,0.021226916,0.629731833,202.2
"Linn County, Kansas",9536,548.5,44520,14.8,43.7,44.3,42.9,2.26,54.47154472,20.6,34.7,0.9,37.2,10.5,8.3,75,44.8,32.3,13.7,96.30562552,0.692695214,0.346347607,0.15743073,219.4
"Louisa County, Virginia",34602,456.9,60121,11.5,43.7,42.8,44.4,2.64,58.25863279,14.8,50.4,2.7,37,13,8.1,67.4,46.1,30.2,14.3,78.38815983,16.67451303,0.517860295,1.894897899,191
"Massac County, Illinois",14766,479.3,40590,20.7,43.7,42.1,44.8,2.45,47.16886588,18.6,39.1,7.3,31.7,11.1,8.8,57.3,36.9,45.6,25.7,90.84310069,6.006925946,0.419552477,0.186467768,169.8
"Mitchell County, Iowa",10832,426.7,52616,11.5,43.7,42.1,45.9,2.41,57.41165672,18.1,41.3,6.6,44.2,11.3,3.2,73.4,43.9,34.8,14.3,98.80133804,0.139379298,0.092919532,0.111503438,129.6
"Montgomery County, Missouri",11703,510,42105,16.1,43.7,41.9,45.2,2.37,50.9848174,19.9,39.3,4.8,42.3,7.8,9.4,63.4,39.5,39.2,20.3,96.09682553,1.365273473,0.318284613,0.184270039,176.9
"Perry County, Tennessee",7929,492.4,33776,23.6,43.7,41.6,45,2.4,49.0700558,10.6,62.4,6.7,41.4,8,9.5,52.7,31.7,41.3,23.9,94.90081384,2.797558494,0.139877925,0,198.4
"Phillips County, Colorado",4349,414.3,47006,11.5,43.7,38.8,45.2,2.52,58.44535359,22.7,37.8,3.1,29.1,14.8,5.3,64.4,31.2,38,18.8,95.08121711,0.16014642,0.823610158,0.686341798,136
"Pine County, Minnesota",29069,404.3,42157,17.5,43.7,42.3,45.3,2.42,50.62934601,14.8,40.7,3.4,42.6,9.1,7.4,68.4,42.1,40.4,19.5,91.61133548,2.132247245,0.537339996,0.705044835,161.7
"Powhatan County, Virginia",28031,459.6,75539,7.1,43.7,42.4,44.9,2.63,65.72456321,26.2,46.2,2.7,28.6,19.3,4.9,83.7,57.4,22.7,7.2,85.04271989,12.25936824,0.542418549,0.251710568,175.1
"Richmond County, Virginia",8908,452.4,42204,19.7,43.7,40.8,50.3,2.47,50.22608696,16.7,29,1,40.2,8.8,8.7,70.6,43.7,35.6,17.9,66.49237958,28.82411837,2.180442763,0.645233063,176.2
"Stafford County, Kansas",4236,315,45945,14.1,43.7,42.3,45.2,2.35,59.25306577,25.3,21.7,10.7,28.7,17,2.6,64.7,38.9,36.8,19.8,95.5787037,0.972222222,0.439814815,1.574074074,126
"Taylor County, Iowa",6205,475.5,46501,13.1,43.7,40.9,45.9,2.23,55.57580175,14.7,41.3,4.9,42,10.3,4.4,68.3,38.7,37.6,17.5,95.87960728,0.209238693,0.611620795,1.738290681,181.3
"Wilkes County, North Carolina",68502,441.2,33398,23.4,43.7,42.6,45,2.48,54.17912625,17.1,30.7,5.2,32.2,9.1,11.7,58.3,35.5,41.2,23,91.2134134,4.471615467,0.317639892,2.30180141,183.5
"Wilkin County, Minnesota",6396,306.3,54536,10.3,43.7,41.9,45.7,2.29,51.9092219,16.1,28.6,7,30.5,13.5,2,79.1,49.2,30.4,12.7,96.70548575,0.321789764,0.229849831,0.030646644,122.5
"Amherst County, Virginia",31914,427.4,43998,13.7,43.6,42.4,44.7,2.48,50.96784514,9.5,36.1,8,35.7,12.2,6.6,68.8,46.2,34.5,18,76.83526191,18.39305711,0.749657833,0.824312554,183.9
"Baraga County, Michigan",8575,395.4,41624,15.8,43.6,39.3,49,2.14,48.11701412,28.8,51,3.7,44.1,8.8,8.1,69.8,43.1,43.2,17.3,73.77445339,18.49252014,0.575373993,0.115074799,182.5
"Bowman County, North Dakota",3294,472.9,60946,7.4,43.6,43.4,44,2.28,55.84604212,11.4,44.3,6.7,30,16.7,1.8,86.2,48.6,24.5,5.7,95.56038497,0.124185036,0,2.390561937,209.3
"Carter County, Tennessee",56486,409,34354,24.6,43.6,42.4,44.9,2.31,50.55243994,11.7,35.9,6.1,38.9,10.7,8.1,57.9,34.8,42.9,22.8,96.68428724,1.28378497,0.338947331,0.091322597,193.2
"Colorado County, Texas",20870,393.8,46484,16,43.6,42.6,45.1,2.67,56.86300118,23.1,35.6,11.9,38.8,14,4.2,64,42.6,31.7,16.5,80.06937419,13.63877246,0.183070771,5.333140627,177.4
"Comanche County, Texas",13430,432.1,38280,19.7,43.6,44.3,43.3,2.62,54.30748193,24.3,41.6,3.2,37,11.5,4.5,52,26.5,36.1,17.9,95.97739118,0.418410042,0.330323717,1.614915951,197.7
"Cuming County, Nebraska",9125,370.9,56047,9.1,43.6,43.3,44,2.41,57.39389024,20.8,33.2,6.7,38.9,14.3,3.3,74.1,44.6,31.5,15.7,96.00132188,0.033046927,0.29742234,2.159065874,128.3
"Floyd County, Iowa",15960,494,48292,12.7,43.6,42.1,44.9,2.28,50.3260397,21.7,26.3,8.6,35.5,14.1,3.5,69,42.2,39.3,19.9,94.7165109,2.024922118,0.753894081,0.361370717,165.4
"Gloucester County, Virginia",37143,491.8,58900,9.7,43.6,42.3,44.8,2.57,58.1022409,15.5,40.4,7.4,33.9,14.1,4.7,76.4,41.6,26.8,9.7,87.72465609,8.267344126,0.508094376,0.224318262,200.4
"Grainger County, Tennessee",22846,496,35704,21.9,43.6,42.4,45,2.52,57.94235925,7.7,54,3.3,45.3,7.6,9.5,59.8,39.4,41.8,23.8,97.29943702,0.831280788,0.233110486,0.488212526,211
"Jefferson County, Pennsylvania",44430,495.4,43810,13.3,43.6,42.2,45.1,2.38,52.48119487,16.3,44.9,7.9,51.2,9.7,6.4,67.8,45.3,37,17.9,98.02484583,0.527303602,0.254714452,0.10724819,183.2
"Kane County, Utah",7131,398.9,48456,11.8,43.6,41.4,45.5,2.55,51.45213338,12.4,72.1,5.9,28.8,15.5,7,64.5,35.7,33.4,13.5,93.77950569,0.180505415,0.124965287,0.402665926,129
"Kendall County, Texas",40384,385.2,77764,8.3,43.6,42.2,45,2.72,61.07585596,19.7,33.3,4.7,21.1,26.7,4.5,75.6,43.5,28.3,11,92.39046064,0.88595059,0.655764032,2.601643425,132.7
"Montague County, Texas",19262,434.5,48996,14.8,43.6,43,44.6,2.39,52.666999,20.7,40.2,3.7,34.1,11.5,6.6,57.5,35.8,34.2,14.8,95.51288633,0.143751925,0.23102988,1.381045282,209.9
"Park County, Wyoming",29228,411.3,55354,10.8,43.6,42.3,44.6,2.38,54.58467264,12.4,29.1,5.3,28.5,17.5,3.8,71.4,44.4,30.5,13.1,94.78005865,0.814214249,0.600310505,1.28687252,152
"Pleasants County, West Virginia",7674,458.9,44801,16.5,43.6,42,45.6,2.43,56.79225717,9,47.1,4.3,50.1,7.3,8.2,71.6,51.8,36.8,17.7,97.14510215,0.275013096,0,0,213.3
"Rockingham County, North Carolina",91758,520.3,39606,19.4,43.6,41.8,44.6,2.42,47.35119602,21.6,35.8,3.2,36.5,9.8,10.5,61,39.3,40.5,22.8,75.51029252,18.40628386,0.490790899,2.754062839,194.3
"San Jacinto County, Texas",27413,464.5,43087,18.6,43.6,42.6,44.5,2.84,56.15238497,34.6,45.5,0,45,8.1,12.6,54.2,35.7,39.9,21.6,85.72697332,11.36069274,0.662398697,1.23228361,215.4
"Tioga County, New York",49453,503.6,52195,11.4,43.6,41.7,44.8,2.5,54.53401771,13.9,37.7,9.5,35.9,14.5,6.9,74.2,53.3,33.9,16.5,96.81666965,0.751010976,0.549811749,0.233072372,160.5
"Trumbull County, Ohio",203751,478.5,43160,17.2,43.6,41.9,45.3,2.33,45.65002073,19.5,42.3,6,45.2,12.1,7.4,63.8,44.4,38.5,22.3,88.7742098,8.347991259,0.539314736,0.163781115,187
"Union County, Illinois",17408,506,40957,17.9,43.6,40.6,44.9,2.53,52.53277712,14.6,33.4,3.6,31,13,7,60.1,39.3,44.1,25.7,94.66697054,1.521280839,0.421628397,1.74918808,206.9
"Walton County, Florida",63508,409.2,46867,15.8,43.6,42.4,45.1,2.45,50.4853129,22,35.9,4.1,28.1,17.6,7.9,57.5,29.1,37.8,20.9,86.92823642,5.17423975,1.267503824,2.961991696,165.7
"Washington County, Ohio",61112,475.4,45048,15.7,43.6,42.1,45,2.38,51.77545484,11.7,40,7.8,41.5,11.8,6.8,66.4,45.7,39.2,20.7,96.24618996,1.113266287,0.676435592,0.247754723,186.2
"Wythe County, Virginia",29119,433.5,41132,15.6,43.6,42,45.5,2.44,52.06945966,8.5,42.7,4,36.4,9.8,9.6,63.9,44,35.3,18.4,94.99486125,3.600548133,0.702295307,0.260363138,175.9
"Brown County, Minnesota",25313,403.8,52272,8.9,43.5,42,45.2,2.27,52.52364454,8.6,28.9,5.3,37.6,15.3,3.2,81.5,52.1,30.6,11,97.36914655,0.448977984,0.433224371,0.744358237,161.5
"Butler County, Iowa",14915,444.5,52273,9.9,43.5,41.7,45.1,2.37,60.31899468,11.5,43.7,6.4,40.8,11.1,4,79.6,53.3,31.3,13,98.2360016,0.394226914,0.467726848,0,156.6
"Callahan County, Texas",13557,403.3,40796,16.3,43.5,42.1,44.7,2.55,50.46463114,18.1,48.8,3.8,38.7,10.8,5.4,56.1,24.5,33.4,16.9,94.28022465,1.699674845,0.679869938,1.160212829,215.5
"Crawford County, Georgia",12388,468.9,43111,19.9,43.5,42.6,44.5,2.72,51.98325253,25.8,21.6,7.5,35.6,8.4,11,57.5,40.4,38.3,23.4,73.80173858,22.93643831,0.901188293,0.047850706,197.9
"Crow Wing County, Minnesota",63428,441.8,50162,10.9,43.5,42.7,44.5,2.36,52.53935141,12.8,29.2,5.7,31.4,15.6,5.7,70.1,42.4,41.1,20.1,96.52962822,0.639195534,0.502791524,0.066615912,176.7
"Delta County, Texas",5217,382,38304,20,43.5,41.4,45,2.67,59.23236515,26.1,34.5,1,33.6,14.4,13.6,55.7,36.6,39.9,21.1,84.89373923,8.69232242,0.7466973,1.244495501,184.1
"Franklin County, Texas",10651,413.3,42099,16.4,43.5,42.6,44.9,2.46,52.2423104,7.4,51.5,3.1,33.5,11,6.6,52.1,31.9,43.3,26.9,89.24426833,5.057080857,0.037739409,2.377582791,156.3
"Fremont County, Colorado",46692,454.3,41385,19.1,43.5,40.5,49,2.21,51.786807,33,38.5,1.5,39.2,9.4,9.2,58.5,31.6,47.6,27.1,87.99162554,5.236172531,0.685765558,2.093614476,166.2
"Jefferson County, Kansas",18930,432.5,56927,9.4,43.5,42.6,44.6,2.47,60.9652612,16,37.6,4.7,40.7,12.7,6.9,77.6,54.2,29.1,11.9,95.68737433,0.476240872,0.021166261,0.132289131,173
"Kent County, Rhode Island",164801,491.8,61923,9.3,43.5,41.4,45.2,2.38,47.69150052,11.1,29.7,15,28.6,19.4,8.2,78.3,57.8,29.9,12.6,92.54476897,1.399144025,2.407279429,1.439760424,184.1
"Kewaunee County, Wisconsin",20366,422,56160,8.9,43.5,42.8,44.6,2.49,57.66773163,17.6,32,8,44.2,11.9,4.7,78.6,54.2,31.6,13.9,97.10491627,0.31245423,0.390567788,0.488209735,126.7
"Lewis County, Tennessee",11854,538.7,36255,20.3,43.5,41,46.2,2.49,54.15959253,10,63.6,0,43.2,8.4,7.7,57.8,34.3,40.9,23.6,94.26490288,1.59912927,1.942397857,1.013060951,217.1
"Los Alamos County, New Mexico",17785,406.2,108477,4.2,43.5,41.8,45.1,2.34,59.63230466,23.5,26,8.9,10.8,24.9,3.5,89.6,66.7,21.2,4.2,86.70494453,0.484976866,6.69491053,2.737053347,114.5
"Mifflin County, Pennsylvania",46500,485.2,40957,16.3,43.5,42.2,44.5,2.46,51.21833921,24.8,44.5,5.7,50.2,8.2,6.4,63.3,39.5,39.6,18.9,97.32833423,0.719871452,0.482056776,0.203535083,168.3
"Miner County, South Dakota",2236,425.6,49159,12.4,43.5,41.4,46,2.24,54.47316103,19.5,35,14.6,39.1,17.7,4.1,75.8,42.7,32.9,14.8,96.27059844,0.954032958,0,0.346921075,183.1
"Page County, Iowa",15527,506.9,46927,14.6,43.5,41.3,46,2.34,52.04957102,22.8,40.5,6.3,34.7,13.8,5.1,69,39.7,39,19,94.53384419,2.11366539,1.168582375,0.172413793,179.7
"Polk County, Texas",46972,522.6,41401,18.5,43.5,42,45.8,2.4,50.54919908,27.1,35.8,2.8,37.7,8.2,10,51.4,32.6,41.7,24.4,83.58814217,11.01207902,0.572506668,1.377052024,215.6
"Pulaski County, Illinois",5678,524.5,33943,23,43.5,41.3,45.7,2.5,42.41645244,18.8,48.6,0.6,35.5,8.4,16.2,54.6,33.5,51.6,29.5,65.20183955,32.0047692,0.221427355,0.323624595,192.1
"Queen Anne's County, Maryland",48904,429.6,80650,7.5,43.5,42.7,44.1,2.75,62.34448122,13.6,34.7,10.9,29.9,21.6,5.3,80.3,55.6,28.8,13.5,89.60699588,7.407407407,0.87037037,0.450617284,173.8
"Roanoke County, Virginia",94409,400.5,61935,8.2,43.5,42.3,45,2.4,53.38800964,12,36.9,12.5,26.4,22.7,5.1,79.6,53.7,29.1,12.8,88.97717685,5.810985443,2.851558745,0.145247936,155.9
"Rockingham County, New Hampshire",301777,518.8,79653,6.1,43.5,42.6,44.3,2.51,57.13535713,13.5,30.9,16.9,26.9,24.6,5.6,82.7,62.1,22.3,9,95.2281894,0.748145522,1.856484485,0.490291165,172.2
"Scott County, Illinois",5092,459.2,51584,12,43.5,43,44,2.42,51.45951036,21.3,39.3,2.7,49.4,8.9,9.4,68.2,46.3,39.3,21.4,98.6533282,0,0.192381685,0,169.5
"Union County, South Carolina",27777,466.2,37501,19.6,43.5,42.5,44.6,2.37,42.01097206,20.7,30,5.7,37.8,7.6,12.3,58.3,38.1,43.3,24.2,66.45688889,31.30666667,0,0.135111111,207.1
"Van Zandt County, Texas",53547,424.9,43377,15.9,43.5,42.4,44.4,2.79,55.59017891,26.8,36.4,1.5,35.4,10.3,6.1,56.2,36.3,36.5,18.9,93.14510012,2.417703277,0.451304612,1.02965716,182.9
"Bureau County, Illinois",33587,486.3,52138,13.1,43.4,42.4,44.4,2.4,53.04143193,18,38.4,6,39.4,11.3,7.6,70.1,46,36.8,19.2,94.86149787,0.595046167,0.765059358,2.233621574,172.2
"Chicot County, Arkansas",11027,403.9,29541,32.1,43.4,40.6,46,2.36,41.81254155,16.7,38.3,2.3,44.6,8,11.5,40.4,22.7,56.4,38,42.82568484,53.91526469,0.27305558,2.017087994,229
"Clark County, Illinois",15979,467,50645,13.9,43.4,42.1,44,2.4,54.15977133,11.9,36.9,11,38.2,12.1,8.5,63.6,37.8,43.6,24.4,97.27705922,0.31561359,0.433195123,0.538399653,199.1
"Crook County, Wyoming",7444,280.9,59701,8.4,43.4,42.6,44.8,2.43,64.13116971,19.9,41.2,0.8,34.7,12.8,4.1,73.1,45.6,29.5,12.6,98.93484576,0.193664407,0.124498548,0.262830267,152.2
"Dallas County, Arkansas",7604,472.7,34018,21,43.4,41.4,45.3,2.26,46.49014778,22.1,43.5,0.6,50.5,9.4,8.3,55.1,36.3,44.5,24.9,55.42704626,41.21759024,2.249618709,0.686324352,250
"Dent County, Missouri",15593,424.4,34411,21.6,43.4,42.1,44.6,2.6,51.46959459,34.1,31.4,1.3,39.2,8.4,9.2,50.3,28.5,44.7,25.3,96.47066359,0.397130413,0.614911606,0.070458622,200.1
"Dickenson County, Virginia",15115,356.4,32103,21.3,43.4,42.4,44.5,2.43,53.65028203,11.9,35.4,8.9,35.6,6.5,8.4,57.7,36.4,46.7,27.3,98.37677036,0.898920003,0.103472806,0.122873957,218.9
"Edgar County, Illinois",17664,461.5,45485,15.1,43.4,41.9,45.1,2.29,52.3587351,17.6,36.4,6.1,39.2,12.5,9.6,67.2,43.2,40.8,21.1,98.17696754,0.550244553,0.383503779,0.005558026,177
"Haskell County, Texas",5737,387.4,35607,25.1,43.4,38.1,52,2.2,50.32822757,24.5,34.6,0,32.6,10.3,6.9,54,29.3,44.1,23.9,88.26242952,3.263283786,0.973859559,4.339654878,172.4
